INF263,202318320
MEC289,202312000
INF263,202123703
MEC289,202214204
MEC270,202111397
MEC206,202215494
MEC270,202129719
INF246,202313754
MEC206,202115802
MEC206,202223508
FIS220,202125775
INF246,202214204
MEC289,202219437
INF246,202312360
MEC289,202227316
MAT241,202216453
FIS220,202313249
MEC289,202313122
MEC270,202226929
FIS220,202318320
FIS220,202314919
MEC289,202111260
INF263,202319103
MEC270,202225778
FIS220,202215494
MEC270,202216453
MEC206,202313122
MAT241,202224918
MAT241,202318320
INF246,202224918
MAT241,202121791
MAT241,202219773
MEC270,202315643
FIS220,202223508
FIS220,202319103
MEC289,202119707
INF263,202313065
INF246,202214712
INF263,202315527
INF246,202311748
INF263,202115802
FIS220,202224569
MAT241,202123703
MEC270,202312360
MEC289,202129735
MEC206,202312000
INF246,202111260
MEC270,202219437
INF246,202316015
MEC289,202114285
FIS220,202125607
MEC270,202224569
FIS220,202226929
MEC206,202224569
MEC270,202311247
INF246,202213745
MAT241,202225778
MAT241,202315724
MAT241,202313249
MAT241,202129785
MAT241,202116038
MEC206,202126490
FIS220,202119153
INF246,202119958
MEC270,202113223
MEC270,202226249
MAT241,202315763
MEC206,202125607
MAT241,202313122
INF263,202217030
INF246,202315318
FIS220,202129719
MAT241,202211325
MEC270,202312501
INF263,202127660
INF246,202315527
MEC206,202312501
MEC270,202123703
MAT241,202319927
MEC270,202125775
MAT241,202319103
INF246,202225778
FIS220,202311748
MEC289,202226249
MEC206,202312050
MAT241,202315318
INF263,202312050
INF263,202318072
MEC289,202116963
INF263,202222447
MEC270,202313754
INF263,202318383
MEC206,202114739
FIS220,202129735
MAT241,202114739
MEC289,202115802
MEC206,202215067
MEC270,202315724
MEC270,202119153
INF246,202315643
MEC289,202312360
INF263,202318318
MAT241,202214712
INF263,202127344
FIS220,202312360
MEC206,202116963
MEC289,202215067
INF246,202315724
MAT241,202311247
INF246,202219773
FIS220,202116963
FIS220,202316015
INF246,202123373
INF246,202116038
MEC206,202125775
MAT241,202119958
INF246,202318318
FIS220,202312000
INF246,202129719
MEC270,202119958
FIS220,202122742
INF263,202224569
FIS220,202115400
INF263,202129735
INF246,202319103
INF246,202318383
INF263,202211325
INF246,202123402
MEC289,202318320
MAT241,202314919
FIS220,202111397
MEC206,202216453
INF246,202313249
MAT241,202312050
MEC270,202127344
INF246,202119707
MEC270,202215494
