7b1e1e02-c85d-4af9-be74-491df7b4abf3,Thong_Song,253733,hiphop,pop,R&B,,0.706
1db63c1f-6ebc-448e-9cda-7a78979cfc71,The_Real_Slim_Shady,284200,hiphop,,,,0.949
2a4723c0-29c2-4026-bb3f-e9239361685c,Rock_DJ,258560,pop,rock,,,0.708
a4b686ca-7b4c-456f-962c-b53dc8419286,Say_My_Name,271333,pop,R&B,,,0.713
ef3ff790-afed-48d6-ab59-e5612a04251a,Lady,307153,Dance/Electronic,,,,0.72
540df13c-c002-4c5a-9954-1376d4e4e429,L'Amour_Toujours,238759,pop,,,,0.617
5da1be6c-b196-4b28-b106-06c4d6d41320,Move_Your_Body,268863,pop,,,,0.745
4f59f611-6e79-4776-a466-6a5b0ef83b38,Freestyler,306333,pop,,,,0.822
49ec42a1-1f08-42b3-a8c7-babb6cc054a7,Desert_Rose,285960,rock,pop,,,0.586
f500d78c-d883-4c16-b3b5-0fb7df45b558,Never_Be_The_Same_Again,294200,pop,Dance/Electronic,,,0.689
9e925b85-3ef4-43dd-a67f-859cc4042e5d,Try_Again,284000,hiphop,pop,R&B,,0.797
fef9fee0-6ccd-46a4-8fcc-7a84913419d4,I'm_Outta_Love,245400,pop,,,,0.761
573a1242-bb3a-480d-9a1f-8edc3c5b70d1,Better_Off_Alone,214883,pop,,,,0.671
540df13c-c002-4c5a-9954-1376d4e4e429,The_Riddle,285426,pop,,,,0.74
427904f4-b9d8-4917-88ae-6f1cf511522f,The_Next_Episode,161506,hiphop,,,,0.922
1e505cbc-f5ee-4700-a596-9d0df54993d7,In_the_End,216880,rock,metal,,,0.556
188fe249-92d7-48b3-9eaa-faae970656c4,Sexbomb,211893,rock,Folk/Acoustic,easy_listening,,0.801
be91c568-60ab-413e-abad-4a7208023d33,It_Feels_So_Good,240866,pop,,,,0.634
50682cb2-610c-48dd-8df8-243603386480,Cold_as_Ice,244466,hiphop,,,,0.656
f500d78c-d883-4c16-b3b5-0fb7df45b558,I_Turn_To_You,352173,pop,Dance/Electronic,,,0.522
9bdbd055-b92f-4a63-8fd4-8f3188586dfb,Take_A_Look_Around,321040,metal,,,,0.425
8196aa13-7fdc-45b6-9cc7-f90812352fba,Sandstorm,225493,pop,Dance/Electronic,,,0.528
1ae80fcd-c57d-422f-a1ec-fdc078ee3e2d,What'chu_Like,221160,hiphop,pop,R&B,,0.879
5144894e-9070-4fc1-8c37-c2c25bdcd6a0,The_Time_Is_Now,318280,pop,Dance/Electronic,,,0.682
f05badad-a622-4641-aa51-55e01a2e0b85,Don't_Give_Up,210786,Dance/Electronic,,,,0.644
b6aa08c1-49f4-4a96-9427-b96166cc4b15,Party_Up,268866,hiphop,pop,,,0.51
a3323ba6-296a-45c3-9517-9dc13ef5d190,Dance_with_Me,220106,pop,R&B,,,0.85
578b3389-af5f-4d28-a0a9-92c127cf880c,Oops!...I_Did_It_Again,211160,pop,,,,0.751
616656f4-c944-421a-8ba6-2f1e8059436e,All_The_Small_Things,167066,rock,pop,,,0.434
53934847-7023-45ec-a29b-8a4d178569fa,Breathe,250546,pop,country,,,0.529
2ae0c652-eb89-412e-af20-b6b822057e6a,It's_My_Life,224493,rock,metal,,,0.551
f4f1dab3-ed29-446d-86ad-862b31b8cbfe,Bye_Bye_Bye,200560,pop,,,,0.614
ef527ad9-3957-486e-bdad-4bc93ccb2a81,Music,225973,pop,,,,0.736
5b5fbd7e-6882-4cb6-a1ab-c93da05a17c0,No_More,242560,R&B,,,,0.839
578b3389-af5f-4d28-a0a9-92c127cf880c,Born_to_Make_You_Happy,243533,pop,,,,0.633
0e12b30b-63e8-4ceb-aa7e-77cc4fef5c43,Get_It_On_Tonite,276266,hiphop,pop,R&B,,0.813
2e9cef6a-4327-4b51-bf64-728ee1e618e4,Spinning_Around,207866,pop,Dance/Electronic,,,0.761
96847a60-81a4-4e6b-9e8d-c791b95e4f9a,Big_Pimpin',283066,hiphop,,,,0.88
2e8971a0-1bda-4193-8250-9efc878712f9,I_Need_You,229826,pop,country,,,0.478
2715de1a-757f-4869-92ad-e7206cdeac39,Separated,255600,pop,R&B,,,0.798
8d48de79-e2d8-4476-8e7c-56abf929fa61,Be_With_You,219360,pop,latin,,,0.683
bff1f202-d895-42f0-98f8-6c4f08006b3d,He_Wasn't_Man_Enough,261933,pop,R&B,,,0.739
527f57ac-30b5-4893-ac39-66844a937bec,Bounce_With_Me,175893,hiphop,pop,R&B,,0.852
427904f4-b9d8-4917-88ae-6f1cf511522f,Forgot_About_Dre,222293,hiphop,,,,0.924
0e917adb-040a-404b-a85e-6bb8c60ea596,Hot_Boyz,215466,hiphop,pop,R&B,,0.727
7ea08d21-7147-49f7-ad71-53f67cb7d99d,Show_Me_the_Meaning_of_Being_Lonely,234960,pop,,,,0.63
b4b97596-b8b6-4647-9ed1-91af2f1b9628,Gotta_Tell_You,201946,pop,,,,0.729
71bbfeba-635a-41ef-909f-71fdb760f03b,Case_Of_The_Ex,236906,pop,R&B,,,0.772
5e1a9e7c-ba53-4bce-a47b-e8caabef89d4,Shackles,198346,R&B,,,,0.779
38741ec5-2faa-4235-81c6-070f23bf04ed,Wifey,243666,hiphop,pop,R&B,,0.829
b445afbb-b052-4620-8093-19b7c2292bc9,Doesn't_Really_Matter,265026,pop,R&B,,,0.771
bece0acf-cd13-4783-832c-fff3181c9b8b,She_Bangs,280626,pop,latin,,,0.63
54cbd999-3f1f-421d-9637-6378e76e3e12,He_Can't_Love_U,244053,hiphop,pop,R&B,,0.721
7b1e1e02-c85d-4af9-be74-491df7b4abf3,Incomplete,274226,hiphop,pop,R&B,,0.746
96847a60-81a4-4e6b-9e8d-c791b95e4f9a,I_Just_Wanna_Love_U,227866,hiphop,,,,0.8
4885f7b7-c4ca-4e99-945f-ad10f782d1df,Thank_God_I_Found_You,257360,pop,R&B,,,0.348
16b85be8-241b-4367-966c-3b327a4464db,Who_Let_The_Dogs_Out,198400,R&B,,,,0.869
24633702-914c-4258-ad65-a978cd425ca9,U_Know_What's_Up,243733,pop,R&B,,,0.854
2e8971a0-1bda-4193-8250-9efc878712f9,Can't_Fight_The_Moonlight,215506,pop,country,,,0.628
caaebf48-af36-45b4-8866-7f44d2231167,Go_Let_It_Out,278666,Folk/Acoustic,rock,,,0.408
32554933-c41a-4255-9fc3-fb3f65f58c2b,Hey_Baby,219240,pop,easy_listening,Dance/Electronic,,0.666
17b5447b-92f7-4330-bfe0-5eee198199a0,Most_Girls,298960,pop,,,,0.742
4885f7b7-c4ca-4e99-945f-ad10f782d1df,Against_All_Odds,199480,pop,R&B,,,0.471
11b698f7-583d-4ec8-a92e-e606cab92e37,Fill_Me_In,257200,hiphop,pop,R&B,,0.682
a634b61a-eba3-484c-b162-4388cb58c4b8,I_Turn_to_You,273706,pop,,,,0.599
ef527ad9-3957-486e-bdad-4bc93ccb2a81,American_Pie,273533,pop,,,,0.631
7cff89ea-a2b0-475c-bf51-d0ece7b03dea,Otherside,255373,rock,,,,0.458
4b77ab2e-d2cb-453f-8bba-708f64b2b384,I_Like_It,251040,hiphop,pop,R&B,,0.826
11b698f7-583d-4ec8-a92e-e606cab92e37,7_Days,235133,hiphop,pop,R&B,,0.659
60bf09e4-c529-41eb-bdfb-e100350b3489,Maria_Maria,261973,rock,blues,latin,,0.777
8934a36c-b0c9-438f-ac09-0ea09d5d5842,Don't_Think_I'm_Not,243533,pop,R&B,,,0.859
17b5447b-92f7-4330-bfe0-5eee198199a0,There_You_Go,202800,pop,,,,0.822
c78e0ef3-80eb-4926-abfa-767ce708e32e,Shalala_Lala,214819,pop,,,,0.751
066ada95-e2e0-4e11-94fd-82d7f7cf1a53,Life_Is_A_Rollercoaster,234826,pop,rock,,,0.655
