0,0,#
0,2,#
0,3,#
0,4,#
0,6,I
0,7,I
0,8,I
0,11,#
0,12,#
0,13,I
0,15,I
0,16,I
1,0,I
1,2,#
1,3,I
1,6,I
1,11,I
1,12,I
1,13,I
1,14,#
1,16,#
1,17,#
1,19,#
2,1,I
2,2,I
2,3,#
2,9,#
2,10,I
2,11,I
2,13,I
2,14,I
2,15,#
2,16,#
2,17,I
2,18,I
3,0,I
3,1,I
3,2,#
3,5,#
3,6,#
3,7,#
3,9,#
3,12,I
3,13,I
3,15,#
3,16,#
3,17,#
3,18,I
4,0,I
4,5,#
4,6,#
4,7,#
4,9,#
4,11,I
4,13,#
4,14,I
4,15,#
4,16,#
4,17,#
4,18,#
4,19,I
5,0,#
5,1,I
5,4,I
5,9,#
5,14,#
5,15,#
5,16,I
5,17,I
5,18,#
5,19,I
6,0,#
6,1,#
6,2,#
6,3,I
6,4,#
6,5,#
6,7,#
6,8,#
6,9,I
6,10,I
6,11,I
6,13,I
6,14,I
6,16,I
6,17,#
6,18,I
7,0,I
7,1,I
7,2,#
7,4,#
7,6,#
7,7,I
7,8,#
7,9,I
7,10,I
7,11,I
7,17,#
7,18,#
7,19,I
8,0,#
8,1,I
8,2,I
8,3,#
8,6,#
8,8,I
8,10,#
8,11,I
8,13,#
8,14,#
8,15,#
8,16,I
8,18,I
8,19,I
9,1,I
9,2,I
9,3,#
9,4,#
9,5,#
9,7,I
9,8,#
9,9,#
9,10,I
9,11,I
9,13,I
9,14,#
9,15,#
9,16,I
9,17,I
9,18,#
9,19,#
10,1,#
10,3,I
10,4,I
10,5,I
10,7,#
10,8,I
10,10,#
10,11,I
10,13,I
10,14,I
10,15,I
10,17,#
10,18,#
11,1,I
11,2,#
11,3,I
11,6,#
11,7,#
11,8,I
11,9,I
11,10,I
11,12,I
11,13,#
11,15,#
11,16,#
11,17,#
11,18,I
11,19,#
12,2,I
12,3,I
12,4,I
12,5,I
12,7,#
12,8,I
12,10,I
12,12,#
12,13,#
12,14,I
12,15,I
12,16,I
12,17,#
12,18,I
12,19,I
13,1,#
13,2,I
13,3,I
13,4,#
13,5,#
13,6,#
13,7,I
13,8,#
13,10,#
13,11,I
13,12,#
13,13,I
13,15,I
13,16,I
13,17,#
13,18,I
13,19,I
14,0,#
14,2,I
14,3,#
14,4,I
14,5,#
14,9,I
14,10,#
14,13,I
14,14,#
14,17,I
14,19,#
15,1,#
15,2,#
15,5,#
15,6,I
15,7,#
15,8,I
15,9,#
15,10,#
15,11,#
15,13,I
15,14,I
15,15,I
15,16,I
15,17,#
15,18,I
15,19,I
16,0,I
16,1,I
16,5,#
16,6,I
16,7,I
16,8,#
16,9,I
16,12,#
16,13,#
16,14,#
16,15,I
16,16,I
16,17,I
16,18,I
16,19,I
17,0,#
17,1,I
17,2,#
17,4,#
17,5,#
17,6,#
17,7,#
17,9,#
17,10,#
17,11,I
17,12,I
17,13,#
17,15,#
17,17,#
17,18,#
17,19,#
18,1,I
18,2,I
18,3,#
18,4,#
18,5,I
18,7,#
18,8,I
18,9,I
18,10,#
18,11,I
18,13,#
18,14,I
18,15,#
18,16,#
18,19,#
19,0,I
19,1,#
19,2,I
19,3,I
19,4,#
19,5,#
19,6,#
19,7,I
19,10,I
19,11,I
19,12,I
19,17,#
19,19,#
